FROMDATE,TODATE,DAYPART,CHANNEL,PIVOT_SEQ,PIVOT_HDR1,PIVOT_DATA1
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,3,DayPart 1:SONY ENTERTAINMENT TV,1462
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,4,DayPart 1:Colors Viacom18,4113
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,5,DayPart 2:Z Zee TV,9547
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,6,DayPart 2:Star Plus,7381
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,7,DayPart 2:SONY ENTERTAINMENT TV,1600
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,8,DayPart 2:Colors Viacom18,5779
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,9,DayPart 3:Z Zee TV,12586
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,10,DayPart 3:Star Plus,6359
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,11,DayPart 3:SONY ENTERTAINMENT TV,2650
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,12,DayPart 3:Colors Viacom18,5299
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,13,DayPart 4:Z Zee TV,14531
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,14,DayPart 4:Star Plus,6221
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,15,DayPart 4:SONY ENTERTAINMENT TV,3823
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,16,DayPart 4:Colors Viacom18,4745
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,17,DayPart 5:Z Zee TV,16682
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,18,DayPart 5:Star Plus,8335
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,19,DayPart 5:SONY ENTERTAINMENT TV,5468
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,20,DayPart 5:Colors Viacom18,5423
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,21,DayPart 6:Z Zee TV,17593
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,22,DayPart 6:Star Plus,8538
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,23,DayPart 6:SONY ENTERTAINMENT TV,3577
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,24,DayPart 6:Colors Viacom18,4370
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,25,DayPart 7:Z Zee TV,23381
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,26,DayPart 7:Star Plus,8638
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,27,DayPart 7:SONY ENTERTAINMENT TV,4305
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,28,DayPart 7:Colors Viacom18,5816
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,29,DayPart 8:Z Zee TV,14527
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,30,DayPart 8:Star Plus,7021
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,31,DayPart 8:SONY ENTERTAINMENT TV,3259
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,32,DayPart 8:Colors Viacom18,5098
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,33,DayPart 9:Z Zee TV,8575
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,34,DayPart 9:Star Plus,7351
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,35,DayPart 9:SONY ENTERTAINMENT TV,2448
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,36,DayPart 9:Colors Viacom18,3110
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,37,DayPart 10:Z Zee TV,5045
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,38,DayPart 10:Star Plus,4976
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,39,DayPart 10:SONY ENTERTAINMENT TV,1541
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,40,DayPart 10:Colors Viacom18,1586
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,41,DayPart 11:Z Zee TV,62
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,42,DayPart 11:Star Plus,38
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,43,DayPart 11:SONY ENTERTAINMENT TV,42
9/7/2014,9/13/2014,DayPart 7,Z Zee TV,44,DayPart 11:Colors Viacom18,22
9/7/2014,9/13/2014,DayPart 7,Star Plus,1,DayPart 1:Z Zee TV,4809
9/7/2014,9/13/2014,DayPart 7,Star Plus,2,DayPart 1:Star Plus,12801
9/7/2014,9/13/2014,DayPart 7,Star Plus,3,DayPart 1:SONY ENTERTAINMENT TV,1831
9/7/2014,9/13/2014,DayPart 7,Star Plus,4,DayPart 1:Colors Viacom18,4614
9/7/2014,9/13/2014,DayPart 7,Star Plus,5,DayPart 2:Z Zee TV,6261
9/7/2014,9/13/2014,DayPart 7,Star Plus,6,DayPart 2:Star Plus,12804
9/7/2014,9/13/2014,DayPart 7,Star Plus,7,DayPart 2:SONY ENTERTAINMENT TV,2355
9/7/2014,9/13/2014,DayPart 7,Star Plus,8,DayPart 2:Colors Viacom18,6806
9/7/2014,9/13/2014,DayPart 7,Star Plus,9,DayPart 3:Z Zee TV,8046
9/7/2014,9/13/2014,DayPart 7,Star Plus,10,DayPart 3:Star Plus,10773
9/7/2014,9/13/2014,DayPart 7,Star Plus,11,DayPart 3:SONY ENTERTAINMENT TV,3183
9/7/2014,9/13/2014,DayPart 7,Star Plus,12,DayPart 3:Colors Viacom18,7137
9/7/2014,9/13/2014,DayPart 7,Star Plus,13,DayPart 4:Z Zee TV,9280
9/7/2014,9/13/2014,DayPart 7,Star Plus,14,DayPart 4:Star Plus,11679
9/7/2014,9/13/2014,DayPart 7,Star Plus,15,DayPart 4:SONY ENTERTAINMENT TV,4822
9/7/2014,9/13/2014,DayPart 7,Star Plus,16,DayPart 4:Colors Viacom18,5852
9/7/2014,9/13/2014,DayPart 7,Star Plus,17,DayPart 5:Z Zee TV,9447
9/7/2014,9/13/2014,DayPart 7,Star Plus,18,DayPart 5:Star Plus,17482
9/7/2014,9/13/2014,DayPart 7,Star Plus,19,DayPart 5:SONY ENTERTAINMENT TV,5945
9/7/2014,9/13/2014,DayPart 7,Star Plus,20,DayPart 5:Colors Viacom18,6162
9/7/2014,9/13/2014,DayPart 7,Star Plus,21,DayPart 6:Z Zee TV,9459
9/7/2014,9/13/2014,DayPart 7,Star Plus,22,DayPart 6:Star Plus,20234
9/7/2014,9/13/2014,DayPart 7,Star Plus,23,DayPart 6:SONY ENTERTAINMENT TV,4406
9/7/2014,9/13/2014,DayPart 7,Star Plus,24,DayPart 6:Colors Viacom18,4877
9/7/2014,9/13/2014,DayPart 7,Star Plus,25,DayPart 7:Z Zee TV,8638
9/7/2014,9/13/2014,DayPart 7,Star Plus,26,DayPart 7:Star Plus,26944
9/7/2014,9/13/2014,DayPart 7,Star Plus,27,DayPart 7:SONY ENTERTAINMENT TV,4348
9/7/2014,9/13/2014,DayPart 7,Star Plus,28,DayPart 7:Colors Viacom18,6324
9/7/2014,9/13/2014,DayPart 7,Star Plus,29,DayPart 8:Z Zee TV,6705
9/7/2014,9/13/2014,DayPart 7,Star Plus,30,DayPart 8:Star Plus,16681
9/7/2014,9/13/2014,DayPart 7,Star Plus,31,DayPart 8:SONY ENTERTAINMENT TV,3551
9/7/2014,9/13/2014,DayPart 7,Star Plus,32,DayPart 8:Colors Viacom18,5785
9/7/2014,9/13/2014,DayPart 7,Star Plus,33,DayPart 9:Z Zee TV,4238
9/7/2014,9/13/2014,DayPart 7,Star Plus,34,DayPart 9:Star Plus,14107
9/7/2014,9/13/2014,DayPart 7,Star Plus,35,DayPart 9:SONY ENTERTAINMENT TV,2857
9/7/2014,9/13/2014,DayPart 7,Star Plus,36,DayPart 9:Colors Viacom18,3634
9/7/2014,9/13/2014,DayPart 7,Star Plus,37,DayPart 10:Z Zee TV,2660
9/7/2014,9/13/2014,DayPart 7,Star Plus,38,DayPart 10:Star Plus,8664
9/7/2014,9/13/2014,DayPart 7,Star Plus,39,DayPart 10:SONY ENTERTAINMENT TV,1453
9/7/2014,9/13/2014,DayPart 7,Star Plus,40,DayPart 10:Colors Viacom18,1956
9/7/2014,9/13/2014,DayPart 7,Star Plus,41,DayPart 11:Z Zee TV,75
9/7/2014,9/13/2014,DayPart 7,Star Plus,42,DayPart 11:Star Plus,160
9/7/2014,9/13/2014,DayPart 7,Star Plus,43,DayPart 11:SONY ENTERTAINMENT TV,36
9/7/2014,9/13/2014,DayPart 7,Star Plus,44,DayPart 11:Colors Viacom18,26
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,1,DayPart 1:Z Zee TV,2780
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,2,DayPart 1:Star Plus,4921
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,3,DayPart 1:SONY ENTERTAINMENT TV,2347
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,4,DayPart 1:Colors Viacom18,3198
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,5,DayPart 2:Z Zee TV,3647
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,6,DayPart 2:Star Plus,5014
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,7,DayPart 2:SONY ENTERTAINMENT TV,2965
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,8,DayPart 2:Colors Viacom18,4636
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,9,DayPart 3:Z Zee TV,5180
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,10,DayPart 3:Star Plus,3723
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,11,DayPart 3:SONY ENTERTAINMENT TV,3745
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,12,DayPart 3:Colors Viacom18,4453
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,13,DayPart 4:Z Zee TV,5574
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,14,DayPart 4:Star Plus,3869
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,15,DayPart 4:SONY ENTERTAINMENT TV,5265
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,16,DayPart 4:Colors Viacom18,4047
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,17,DayPart 5:Z Zee TV,5905
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,18,DayPart 5:Star Plus,6147
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,19,DayPart 5:SONY ENTERTAINMENT TV,7852
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,20,DayPart 5:Colors Viacom18,4276
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,21,DayPart 6:Z Zee TV,6121
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,22,DayPart 6:Star Plus,5797
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,23,DayPart 6:SONY ENTERTAINMENT TV,9027
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,24,DayPart 6:Colors Viacom18,3616
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,25,DayPart 7:Z Zee TV,4305
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,26,DayPart 7:Star Plus,4348
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,27,DayPart 7:SONY ENTERTAINMENT TV,17789
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,28,DayPart 7:Colors Viacom18,4119
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,29,DayPart 8:Z Zee TV,4311
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,30,DayPart 8:Star Plus,4155
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,31,DayPart 8:SONY ENTERTAINMENT TV,11649
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,32,DayPart 8:Colors Viacom18,4086
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,33,DayPart 9:Z Zee TV,3276
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,34,DayPart 9:Star Plus,3919
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,35,DayPart 9:SONY ENTERTAINMENT TV,7324
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,36,DayPart 9:Colors Viacom18,2245
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,37,DayPart 10:Z Zee TV,2035
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,38,DayPart 10:Star Plus,2609
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,39,DayPart 10:SONY ENTERTAINMENT TV,2896
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,40,DayPart 10:Colors Viacom18,1523
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,41,DayPart 11:Z Zee TV,24
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,42,DayPart 11:Star Plus,15
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,43,DayPart 11:SONY ENTERTAINMENT TV,46
9/7/2014,9/13/2014,DayPart 7,SONY ENTERTAINMENT TV,44,DayPart 11:Colors Viacom18,0
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,1,DayPart 1:Z Zee TV,3274
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,2,DayPart 1:Star Plus,6705
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,3,DayPart 1:SONY ENTERTAINMENT TV,1089
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,4,DayPart 1:Colors Viacom18,6134
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,5,DayPart 2:Z Zee TV,4191
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,6,DayPart 2:Star Plus,6301
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,7,DayPart 2:SONY ENTERTAINMENT TV,1540
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,8,DayPart 2:Colors Viacom18,8784
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,9,DayPart 3:Z Zee TV,5580
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,10,DayPart 3:Star Plus,4917
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,11,DayPart 3:SONY ENTERTAINMENT TV,2306
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,12,DayPart 3:Colors Viacom18,9238
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,13,DayPart 4:Z Zee TV,6405
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,14,DayPart 4:Star Plus,4940
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,15,DayPart 4:SONY ENTERTAINMENT TV,3702
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,16,DayPart 4:Colors Viacom18,9198
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,17,DayPart 5:Z Zee TV,6614
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,18,DayPart 5:Star Plus,6480
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,19,DayPart 5:SONY ENTERTAINMENT TV,5030
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,20,DayPart 5:Colors Viacom18,9416
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,21,DayPart 6:Z Zee TV,7137
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,22,DayPart 6:Star Plus,6568
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,23,DayPart 6:SONY ENTERTAINMENT TV,4044
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,24,DayPart 6:Colors Viacom18,10632
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,25,DayPart 7:Z Zee TV,5816
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,26,DayPart 7:Star Plus,6324
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,27,DayPart 7:SONY ENTERTAINMENT TV,4119
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,28,DayPart 7:Colors Viacom18,18857
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,29,DayPart 8:Z Zee TV,5230
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,30,DayPart 8:Star Plus,5933
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,31,DayPart 8:SONY ENTERTAINMENT TV,3157
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,32,DayPart 8:Colors Viacom18,13066
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,33,DayPart 9:Z Zee TV,3204
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,34,DayPart 9:Star Plus,6127
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,35,DayPart 9:SONY ENTERTAINMENT TV,2357
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,36,DayPart 9:Colors Viacom18,7317
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,37,DayPart 10:Z Zee TV,2244
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,38,DayPart 10:Star Plus,4520
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,39,DayPart 10:SONY ENTERTAINMENT TV,1343
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,40,DayPart 10:Colors Viacom18,3382
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,41,DayPart 11:Z Zee TV,23
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,42,DayPart 11:Star Plus,35
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,43,DayPart 11:SONY ENTERTAINMENT TV,39
9/7/2014,9/13/2014,DayPart 7,Colors Viacom18,44,DayPart 11:Colors Viacom18,29
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,1,DayPart 1:Z Zee TV,6634
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,2,DayPart 1:Star Plus,6788
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,3,DayPart 1:SONY ENTERTAINMENT TV,1121
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,4,DayPart 1:Colors Viacom18,3600
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,5,DayPart 2:Z Zee TV,7990
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,6,DayPart 2:Star Plus,6317
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,7,DayPart 2:SONY ENTERTAINMENT TV,1375
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,8,DayPart 2:Colors Viacom18,4750
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,9,DayPart 3:Z Zee TV,10580
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,10,DayPart 3:Star Plus,5277
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,11,DayPart 3:SONY ENTERTAINMENT TV,2297
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,12,DayPart 3:Colors Viacom18,4531
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,13,DayPart 4:Z Zee TV,12096
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,14,DayPart 4:Star Plus,5162
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,15,DayPart 4:SONY ENTERTAINMENT TV,3225
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,16,DayPart 4:Colors Viacom18,4071
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,17,DayPart 5:Z Zee TV,13650
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,18,DayPart 5:Star Plus,6372
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,19,DayPart 5:SONY ENTERTAINMENT TV,4742
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,20,DayPart 5:Colors Viacom18,4395
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,21,DayPart 6:Z Zee TV,13558
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,22,DayPart 6:Star Plus,6257
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,23,DayPart 6:SONY ENTERTAINMENT TV,3605
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,24,DayPart 6:Colors Viacom18,3906
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,25,DayPart 7:Z Zee TV,14527
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,26,DayPart 7:Star Plus,6705
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,27,DayPart 7:SONY ENTERTAINMENT TV,4311
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,28,DayPart 7:Colors Viacom18,5230
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,29,DayPart 8:Z Zee TV,20624
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,30,DayPart 8:Star Plus,6545
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,31,DayPart 8:SONY ENTERTAINMENT TV,4020
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,32,DayPart 8:Colors Viacom18,5368
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,33,DayPart 9:Z Zee TV,10034
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,34,DayPart 9:Star Plus,7675
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,35,DayPart 9:SONY ENTERTAINMENT TV,3187
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,36,DayPart 9:Colors Viacom18,3552
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,37,DayPart 10:Z Zee TV,5649
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,38,DayPart 10:Star Plus,5420
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,39,DayPart 10:SONY ENTERTAINMENT TV,1647
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,40,DayPart 10:Colors Viacom18,1864
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,41,DayPart 11:Z Zee TV,65
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,42,DayPart 11:Star Plus,91
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,43,DayPart 11:SONY ENTERTAINMENT TV,42
9/7/2014,9/13/2014,DayPart 8,Z Zee TV,44,DayPart 11:Colors Viacom18,7
9/7/2014,9/13/2014,DayPart 8,Star Plus,1,DayPart 1:Z Zee TV,4188
9/7/2014,9/13/2014,DayPart 8,Star Plus,2,DayPart 1:Star Plus,10517
9/7/2014,9/13/2014,DayPart 8,Star Plus,3,DayPart 1:SONY ENTERTAINMENT TV,1487
9/7/2014,9/13/2014,DayPart 8,Star Plus,4,DayPart 1:Colors Viacom18,3803
9/7/2014,9/13/2014,DayPart 8,Star Plus,5,DayPart 2:Z Zee TV,4893
9/7/2014,9/13/2014,DayPart 8,Star Plus,6,DayPart 2:Star Plus,10419
9/7/2014,9/13/2014,DayPart 8,Star Plus,7,DayPart 2:SONY ENTERTAINMENT TV,1726
9/7/2014,9/13/2014,DayPart 8,Star Plus,8,DayPart 2:Colors Viacom18,5779
9/7/2014,9/13/2014,DayPart 8,Star Plus,9,DayPart 3:Z Zee TV,6586
9/7/2014,9/13/2014,DayPart 8,Star Plus,10,DayPart 3:Star Plus,9194
9/7/2014,9/13/2014,DayPart 8,Star Plus,11,DayPart 3:SONY ENTERTAINMENT TV,2696
9/7/2014,9/13/2014,DayPart 8,Star Plus,12,DayPart 3:Colors Viacom18,6177
9/7/2014,9/13/2014,DayPart 8,Star Plus,13,DayPart 4:Z Zee TV,7718
9/7/2014,9/13/2014,DayPart 8,Star Plus,14,DayPart 4:Star Plus,9563
9/7/2014,9/13/2014,DayPart 8,Star Plus,15,DayPart 4:SONY ENTERTAINMENT TV,3899
9/7/2014,9/13/2014,DayPart 8,Star Plus,16,DayPart 4:Colors Viacom18,5149
9/7/2014,9/13/2014,DayPart 8,Star Plus,17,DayPart 5:Z Zee TV,8061
9/7/2014,9/13/2014,DayPart 8,Star Plus,18,DayPart 5:Star Plus,13188
9/7/2014,9/13/2014,DayPart 8,Star Plus,19,DayPart 5:SONY ENTERTAINMENT TV,4614
9/7/2014,9/13/2014,DayPart 8,Star Plus,20,DayPart 5:Colors Viacom18,5480
9/7/2014,9/13/2014,DayPart 8,Star Plus,21,DayPart 6:Z Zee TV,7984
9/7/2014,9/13/2014,DayPart 8,Star Plus,22,DayPart 6:Star Plus,14734
9/7/2014,9/13/2014,DayPart 8,Star Plus,23,DayPart 6:SONY ENTERTAINMENT TV,3956
9/7/2014,9/13/2014,DayPart 8,Star Plus,24,DayPart 6:Colors Viacom18,4448
9/7/2014,9/13/2014,DayPart 8,Star Plus,25,DayPart 7:Z Zee TV,7021
9/7/2014,9/13/2014,DayPart 8,Star Plus,26,DayPart 7:Star Plus,16681
9/7/2014,9/13/2014,DayPart 8,Star Plus,27,DayPart 7:SONY ENTERTAINMENT TV,4155
9/7/2014,9/13/2014,DayPart 8,Star Plus,28,DayPart 7:Colors Viacom18,5933
9/7/2014,9/13/2014,DayPart 8,Star Plus,29,DayPart 8:Z Zee TV,6545
9/7/2014,9/13/2014,DayPart 8,Star Plus,30,DayPart 8:Star Plus,23372
9/7/2014,9/13/2014,DayPart 8,Star Plus,31,DayPart 8:SONY ENTERTAINMENT TV,4107
9/7/2014,9/13/2014,DayPart 8,Star Plus,32,DayPart 8:Colors Viacom18,5884
9/7/2014,9/13/2014,DayPart 8,Star Plus,33,DayPart 9:Z Zee TV,3913
9/7/2014,9/13/2014,DayPart 8,Star Plus,34,DayPart 9:Star Plus,17146
9/7/2014,9/13/2014,DayPart 8,Star Plus,35,DayPart 9:SONY ENTERTAINMENT TV,2838
9/7/2014,9/13/2014,DayPart 8,Star Plus,36,DayPart 9:Colors Viacom18,4099
9/7/2014,9/13/2014,DayPart 8,Star Plus,37,DayPart 10:Z Zee TV,2872
9/7/2014,9/13/2014,DayPart 8,Star Plus,38,DayPart 10:Star Plus,10607
9/7/2014,9/13/2014,DayPart 8,Star Plus,39,DayPart 10:SONY ENTERTAINMENT TV,1576
9/7/2014,9/13/2014,DayPart 8,Star Plus,40,DayPart 10:Colors Viacom18,2293
9/7/2014,9/13/2014,DayPart 8,Star Plus,41,DayPart 11:Z Zee TV,58
9/7/2014,9/13/2014,DayPart 8,Star Plus,42,DayPart 11:Star Plus,253
9/7/2014,9/13/2014,DayPart 8,Star Plus,43,DayPart 11:SONY ENTERTAINMENT TV,58
9/7/2014,9/13/2014,DayPart 8,Star Plus,44,DayPart 11:Colors Viacom18,0
9/7/2014,9/13/2014,DayPart 8,SONY ENTERTAINMENT TV,1,DayPart 1:Z Zee TV,2359
9/7/2014,9/13/2014,DayPart 8,SONY ENTERTAINMENT TV,2,DayPart 1:Star Plus,4040
9/7/2014,9/13/2014,DayPart 8,SONY ENTERTAINMENT TV,3,DayPart 1:SONY ENTERTAINMENT TV,2016
9/7/2014,9/13/2014,DayPart 8,SONY ENTERTAINMENT TV,4,DayPart 1:Colors Viacom18,2650
9/7/2014,9/13/2014,DayPart 8,SONY ENTERTAINMENT TV,5,DayPart 2:Z Zee TV,2998
9/7/2014,9/13/2014,DayPart 8,SONY ENTERTAINMENT TV,6,DayPart 2:Star Plus,4186
9/7/2014,9/13/2014,DayPart 8,SONY ENTERTAINMENT TV,7,DayPart 2:SONY ENTERTAINMENT TV,2527
